system,code,display,priority,evidence
http://www.nlm.nih.gov/research/umls/rxnorm,"1809577","immunoglobulin G Injection [Gamunex]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809062","immunoglobulin G Injection [Hizentra]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809498","immunoglobulin G Injection [Octagam]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2102438","immunoglobulin G Injection [Panzyga]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809516","immunoglobulin G Injection [Privigen]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196295","immunoglobulin G Injection [Xembify]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2706391","immunoglobulin G Injection [Yimmugo]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2268104","immunoglobulin G Prefilled Syringe [Hizentra]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1364425","immunoglobulin G, human 100 MG/ML [Bivigam]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1009211","immunoglobulin G, human 100 MG/ML [Flebogamma]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"606477","immunoglobulin G, human 100 MG/ML [Gammagard]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1117549","immunoglobulin G, human 100 MG/ML [Gammaked]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1876670","immunoglobulin G, human 100 MG/ML [Gammaplex]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"545182","immunoglobulin G, human 100 MG/ML [Gamunex]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1549698","immunoglobulin G, human 100 MG/ML [Octagam]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"758997","immunoglobulin G, human 100 MG/ML [Privigen]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809737","immunoglobulin G, human 10000 MG [Gammagard]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809213","immunoglobulin G, human 12000 MG [Carimune]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1813414","immunoglobulin G, human 200 MG/ML [Cuvitru]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"902751","immunoglobulin G, human 200 MG/ML [Hizentra]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809746","immunoglobulin G, human 2500 MG [Gammagard]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809207","immunoglobulin G, human 3000 MG [Carimune]","target","confirmed"
